AssessmentPPID,PropertyID,TaxYear,ClassCode,EstimatedFlag,UnderThresholdFlag,TotalMarketValue,SpecialMobileValue,EstPenalty,MarketValue,TaxClass,TaxablePercent,TotalTaxableValue,SpecialMobileTaxable,TaxableValue,ClassQuantity,TIFBaseValue,TIFIncrementalValue,TotalMills,TaxAmount
173422,565528,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,581.460,0.000000
173423,565528,2019,6510,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,581.460,0.000000
173424,565528,2019,6512,No,Yes,0.000000,NULL,NULL,NULL,08,1.500000,NULL,NULL,NULL,NULL,NULL,NULL,581.460,NULL
173425,565528,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,581.460,0.000000
173426,565529,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,634.630,0.000000
173427,565529,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,634.630,0.000000
173428,565530,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,594.180,0.000000
173429,565530,2019,6519,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,594.180,0.000000
223576,565534,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,875.000000,0.000000,0.000000,691.630,0.000000
223577,565534,2019,6300,No,Yes,0.000000,0.000000,0.000000,0.000000,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
223578,565534,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
200358,565536,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,691.630,0.000000
200359,565536,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,54.000000,0.000000,0.000000,691.630,0.000000
200360,565536,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,691.630,0.000000
200361,565536,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
210329,565540,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,691.630,0.000000
210330,565540,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
196831,565545,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,530.640,0.000000
196832,565545,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,530.640,0.000000
196833,565545,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,530.640,0.000000
196834,565545,2019,6111,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,530.640,0.000000
173430,565546,2019,6111,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,2.000000,NULL,NULL,584.120,0.000000
256730,565548,2019,6510,No,No,25.000000,0.000000,0.000000,25.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,776.370,0.780000
256731,565548,2019,6311,No,No,42077.000000,0.000000,0.000000,42077.000000,8,1.500000,629.000000,0.000000,629.000000,0.000000,0.000000,629.000000,776.370,488.340000
307575,565548,2019,6103,No,No,-32398.000000,NULL,NULL,-32398.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,776.370,NULL
307576,565548,2019,6101,No,No,32398.000000,NULL,NULL,32398.000000,8,1.500000,486.000000,NULL,486.000000,NULL,NULL,486.000000,776.370,377.320000
200805,565553,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,49.000000,0.000000,0.000000,468.900,0.000000
200806,565553,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,468.900,0.000000
295617,565554,2019,6311,No,Yes,NULL,NULL,NULL,NULL,8,1.500000,NULL,NULL,NULL,3.000000,NULL,NULL,557.520,NULL
173431,565556,2019,6311,No,Yes,0.000000,NULL,0.000000,0.000000,08,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,691.630,0.000000
273046,565566,2019,6311,No,No,64917.000000,0.000000,0.000000,64917.000000,8,1.500000,918.000000,0.000000,918.000000,7.000000,0.000000,0.000000,691.630,634.920000
222477,565573,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,12.000000,0.000000,0.000000,634.630,0.000000
222478,565573,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,38.000000,0.000000,0.000000,634.630,0.000000
222479,565573,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
222480,565573,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
199281,565578,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,15.000000,0.000000,0.000000,578.960,0.000000
199282,565578,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,31.000000,0.000000,0.000000,578.960,0.000000
199283,565578,2019,6512,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,578.960,0.000000
210780,565581,2019,6511,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,633.060,0.000000
210781,565581,2019,6510,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,633.060,0.000000
210782,565581,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,633.060,0.000000
210783,565581,2019,6300,No,Yes,0.000000,0.000000,0.000000,0.000000,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,633.060,0.000000
210784,565581,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,633.060,0.000000
207538,565584,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,569.520,0.000000
207539,565584,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,569.520,0.000000
249413,565595,2019,6311,No,No,14795.000000,0.000000,0.000000,14795.000000,8,1.500000,219.000000,0.000000,219.000000,0.000000,0.000000,0.000000,691.630,151.470000
249414,565595,2019,6519,No,No,200.000000,0.000000,0.000000,200.000000,8,1.500000,3.000000,0.000000,3.000000,0.000000,0.000000,0.000000,691.630,2.070000
307527,565595,2019,6101,No,No,1607.000000,NULL,NULL,1607.000000,8,1.500000,24.000000,NULL,24.000000,NULL,NULL,NULL,691.630,16.600000
307528,565595,2019,6103,No,No,-1607.000000,NULL,NULL,-1607.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,691.630,NULL
314042,565596,2019,6101,No,No,19551.000000,0.000000,0.000000,19551.000000,8,1.500000,293.000000,0.000000,293.000000,0.000000,0.000000,0.000000,691.630,202.650000
314043,565596,2019,6311,No,No,182178.000000,0.000000,0.000000,182178.000000,8,1.500000,2693.000000,0.000000,2693.000000,200.000000,0.000000,0.000000,691.630,1862.560000
314044,565596,2019,6300,No,No,28.000000,0.000000,0.000000,28.000000,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
314045,565596,2019,6103,No,No,-19551.000000,0.000000,0.000000,-19551.000000,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
314046,565596,2019,6519,No,No,200.000000,0.000000,0.000000,200.000000,8,1.500000,3.000000,0.000000,3.000000,0.000000,0.000000,0.000000,691.630,2.070000
246709,565597,2019,6311,No,No,12388.000000,0.000000,0.000000,12388.000000,8,1.500000,158.000000,0.000000,158.000000,0.000000,0.000000,158.000000,776.370,122.670000
190490,565600,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,776.370,0.000000
241524,565601,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,691.630,0.000000
248552,565603,2019,6511,No,No,17907.000000,0.000000,0.000000,17907.000000,8,1.500000,263.000000,0.000000,263.000000,0.000000,0.000000,0.000000,691.630,181.900000
300916,1499296,2019,6311,No,No,2326.000000,0.000000,0.000000,2326.000000,8,1.500000,28.000000,0.000000,28.000000,2.000000,0.000000,0.000000,468.900,13.130000
299295,1501843,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,942.000000,0.000000,0.000000,549.120,0.000000
299296,1501843,2019,6519,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,549.120,0.000000
298844,1508439,2019,6311,No,No,25.000000,NULL,NULL,25.000000,8,1.500000,1.000000,NULL,1.000000,1.000000,NULL,NULL,820.100,0.820000
247862,1508441,2019,6311,No,No,7.000000,0.000000,0.000000,7.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,575.190,0.580000
291059,1508475,2019,6311,Yes,No,12235.000000,0.000000,2295.000000,12235.000000,8,1.500000,172.000000,0.000000,172.000000,32.000000,0.000000,0.000000,468.900,80.650000
291060,1508475,2019,6300,Yes,No,196.000000,0.000000,0.000000,196.000000,8,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,468.900,0.000000
307760,1508475,2019,6100,Yes,No,2295.000000,NULL,NULL,2295.000000,8,1.500000,34.000000,NULL,34.000000,NULL,NULL,NULL,468.900,15.940000
298982,1509572,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,773.950,0.000000
298953,1509626,2019,6311,No,No,7022.000000,0.000000,0.000000,7022.000000,8,1.500000,90.000000,0.000000,90.000000,1.000000,0.000000,0.000000,691.630,62.250000
302276,1510126,2019,6311,No,No,158.000000,0.000000,0.000000,158.000000,8,1.500000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,776.370,1.550000
302277,1510128,2019,6311,No,No,657.000000,0.000000,0.000000,657.000000,8,1.500000,10.000000,0.000000,10.000000,0.000000,0.000000,0.000000,691.630,6.920000
302278,1510130,2019,6311,No,No,37.000000,0.000000,0.000000,37.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,773.950,0.770000
302279,1510131,2019,6311,No,No,104.000000,0.000000,0.000000,104.000000,8,1.500000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,600.720,1.200000
298624,1510371,2019,6311,No,No,1649.000000,0.000000,0.000000,1649.000000,8,1.500000,24.000000,0.000000,24.000000,0.000000,0.000000,0.000000,572.390,13.740000
307311,1510371,2019,6101,No,No,177.000000,NULL,NULL,177.000000,8,1.500000,3.000000,NULL,3.000000,NULL,NULL,NULL,572.390,1.720000
307312,1510371,2019,6103,No,No,-177.000000,NULL,NULL,-177.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,572.390,NULL
298625,1510372,2019,6311,No,No,28951.000000,0.000000,0.000000,28951.000000,8,1.500000,428.000000,0.000000,428.000000,3.000000,0.000000,0.000000,634.630,271.620000
307682,1510372,2019,6101,No,No,3104.000000,NULL,NULL,3104.000000,8,1.500000,47.000000,NULL,47.000000,NULL,NULL,NULL,634.630,29.830000
307683,1510372,2019,6103,No,No,-3104.000000,NULL,NULL,-3104.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,634.630,NULL
298626,1510373,2019,6311,No,No,5333.000000,0.000000,0.000000,5333.000000,8,1.500000,79.000000,0.000000,79.000000,0.000000,0.000000,0.000000,581.460,45.940000
307714,1510373,2019,6101,No,No,572.000000,NULL,NULL,572.000000,8,1.500000,9.000000,NULL,9.000000,NULL,NULL,NULL,581.460,5.230000
307715,1510373,2019,6103,No,No,-572.000000,NULL,NULL,-572.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,581.460,NULL
298628,1510374,2019,6311,No,No,30680.000000,0.000000,0.000000,30680.000000,8,1.500000,453.000000,0.000000,453.000000,4.000000,0.000000,0.000000,633.060,286.780000
307619,1510374,2019,6101,No,No,3289.000000,NULL,NULL,3289.000000,8,1.500000,49.000000,NULL,49.000000,NULL,NULL,NULL,633.060,31.020000
307620,1510374,2019,6103,No,No,-3289.000000,NULL,NULL,-3289.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,633.060,NULL
288057,1510880,2019,6837,No,No,240.000000,NULL,0.000000,240.000000,8,1.500000,3.000000,NULL,3.000000,1.000000,NULL,NULL,501.270,1.500000
287970,1510881,2019,6837,No,No,240.000000,0.000000,0.000000,240.000000,8,1.500000,3.000000,0.000000,3.000000,2.000000,0.000000,0.000000,485.680,1.460000
287898,1510882,2019,6837,No,No,2301.000000,0.000000,0.000000,2301.000000,8,1.500000,34.000000,0.000000,34.000000,24.000000,0.000000,0.000000,549.120,18.670000
302151,1510882,2019,6311,No,No,405.000000,NULL,NULL,405.000000,8,1.500000,6.000000,NULL,6.000000,5.000000,NULL,NULL,549.120,3.290000
312812,1510893,2019,6311,No,No,444.000000,0.000000,0.000000,444.000000,8,1.500000,6.000000,0.000000,6.000000,3.000000,0.000000,0.000000,569.520,3.420000
303312,1511001,2019,6311,No,No,296.000000,0.000000,0.000000,296.000000,8,1.500000,4.000000,0.000000,4.000000,0.000000,0.000000,0.000000,594.520,2.380000
303308,1511002,2019,6311,No,No,751.000000,0.000000,0.000000,751.000000,8,1.500000,10.000000,0.000000,10.000000,0.000000,0.000000,0.000000,581.220,5.810000
303309,1511003,2019,6311,No,No,1931.000000,0.000000,0.000000,1931.000000,8,1.500000,27.000000,0.000000,27.000000,0.000000,0.000000,0.000000,584.640,15.790000
303310,1511007,2019,6311,No,No,3665.000000,0.000000,0.000000,3665.000000,8,1.500000,50.000000,0.000000,50.000000,0.000000,0.000000,0.000000,634.630,31.730000
303311,1511016,2019,6311,No,No,1149.000000,0.000000,0.000000,1149.000000,8,1.500000,16.000000,0.000000,16.000000,0.000000,0.000000,0.000000,626.280,10.020000
301625,1511052,2019,6311,No,No,46350.000000,0.000000,0.000000,46350.000000,8,1.500000,689.000000,0.000000,689.000000,0.000000,0.000000,0.000000,634.630,437.260000
307779,1511052,2019,6101,No,No,19709.000000,NULL,NULL,19709.000000,8,1.500000,296.000000,NULL,296.000000,NULL,NULL,NULL,634.630,187.850000
307780,1511052,2019,6103,No,No,-19709.000000,NULL,NULL,-19709.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,634.630,NULL
301626,1511058,2019,6311,No,No,13602.000000,0.000000,0.000000,13602.000000,8,1.500000,202.000000,0.000000,202.000000,0.000000,0.000000,0.000000,549.120,110.920000
307437,1511058,2019,6101,No,No,5784.000000,NULL,NULL,5784.000000,8,1.500000,87.000000,NULL,87.000000,NULL,NULL,NULL,549.120,47.770000
307438,1511058,2019,6103,No,No,-5784.000000,NULL,NULL,-5784.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,549.120,NULL
299835,1511466,2019,6311,No,No,472.000000,0.000000,0.000000,472.000000,8,1.500000,7.000000,0.000000,7.000000,0.000000,0.000000,0.000000,820.040,5.740000
299857,1511467,2019,6311,No,No,375.000000,0.000000,0.000000,375.000000,8,1.500000,5.000000,0.000000,5.000000,0.000000,0.000000,0.000000,532.330,2.660000
299907,1511469,2019,6311,No,No,153.000000,0.000000,0.000000,153.000000,8,1.500000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,513.620,1.030000
299908,1511470,2019,6311,No,No,431.000000,0.000000,0.000000,431.000000,8,1.500000,6.000000,0.000000,6.000000,0.000000,0.000000,0.000000,524.170,3.150000
288145,1511505,2019,6311,No,No,164.000000,0.000000,0.000000,164.000000,8,1.500000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,776.370,1.550000
288146,1511506,2019,6311,No,No,169.000000,0.000000,0.000000,169.000000,8,1.500000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,691.630,1.380000
288147,1511507,2019,6311,No,No,37.000000,0.000000,0.000000,37.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,557.520,0.560000
288151,1511508,2019,6311,No,No,12.000000,0.000000,0.000000,12.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,773.950,0.770000
288148,1511509,2019,6311,No,No,83.000000,0.000000,0.000000,83.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,600.720,0.600000
288149,1511510,2019,6311,No,No,9.000000,0.000000,0.000000,9.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,549.120,0.550000
305280,1511726,2019,6311,No,No,2489.000000,0.000000,0.000000,2489.000000,8,1.500000,37.000000,0.000000,37.000000,1.000000,0.000000,0.000000,634.290,23.470000
307600,1511726,2019,6101,No,No,475.000000,NULL,NULL,475.000000,8,1.500000,7.000000,NULL,7.000000,NULL,NULL,NULL,634.290,4.440000
307601,1511726,2019,6103,No,No,-475.000000,NULL,NULL,-475.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,634.290,NULL
305281,1511727,2019,6311,No,No,17349.000000,0.000000,0.000000,17349.000000,8,1.500000,257.000000,0.000000,257.000000,4.000000,0.000000,0.000000,581.460,149.440000
307665,1511727,2019,6101,No,No,3313.000000,NULL,NULL,3313.000000,8,1.500000,50.000000,NULL,50.000000,NULL,NULL,NULL,581.460,29.070000
307666,1511727,2019,6103,No,No,-3313.000000,NULL,NULL,-3313.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,581.460,NULL
305282,1511730,2019,6311,No,No,64568.000000,0.000000,0.000000,64568.000000,8,1.500000,956.000000,0.000000,956.000000,18.000000,0.000000,0.000000,594.180,568.040000
307345,1511730,2019,6101,No,No,12331.000000,NULL,NULL,12331.000000,8,1.500000,185.000000,NULL,185.000000,NULL,NULL,NULL,594.180,109.920000
307346,1511730,2019,6103,No,No,-12331.000000,NULL,NULL,-12331.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,594.180,NULL
305283,1511732,2019,6311,No,No,7565.000000,0.000000,0.000000,7565.000000,8,1.500000,112.000000,0.000000,112.000000,5.000000,0.000000,0.000000,517.880,58.000000
307395,1511732,2019,6101,No,No,1445.000000,NULL,NULL,1445.000000,8,1.500000,22.000000,NULL,22.000000,NULL,NULL,NULL,517.880,11.390000
307396,1511732,2019,6103,No,No,-1445.000000,NULL,NULL,-1445.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,517.880,NULL
305284,1511737,2019,6311,No,No,8067.000000,0.000000,0.000000,8067.000000,8,1.500000,119.000000,0.000000,119.000000,1.000000,0.000000,0.000000,476.220,56.670000
307621,1511737,2019,6101,No,No,1541.000000,NULL,NULL,1541.000000,8,1.500000,23.000000,NULL,23.000000,NULL,NULL,NULL,476.220,10.950000
307622,1511737,2019,6103,No,No,-1541.000000,NULL,NULL,-1541.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,476.220,NULL
303081,1511780,2019,6311,No,No,71.000000,NULL,NULL,71.000000,8,1.500000,1.000000,NULL,1.000000,NULL,NULL,NULL,642.450,0.640000
303101,1511797,2019,6311,No,No,770.000000,NULL,NULL,770.000000,8,1.500000,11.000000,NULL,11.000000,NULL,NULL,NULL,466.190,5.130000
303328,1512217,2019,6311,No,No,3024.000000,0.000000,0.000000,3024.000000,8,1.500000,13.000000,0.000000,13.000000,0.000000,0.000000,0.000000,549.120,7.140000
300495,1521372,2019,6311,No,No,37658.000000,0.000000,0.000000,37658.000000,8,1.500000,472.000000,0.000000,472.000000,6.000000,0.000000,0.000000,691.630,326.450000
303386,1521620,2019,6311,No,No,167148.000000,0.000000,0.000000,167148.000000,8,1.500000,2403.000000,0.000000,2403.000000,5.000000,0.000000,0.000000,691.630,1661.990000
303387,1521620,2019,6519,No,No,895.000000,0.000000,0.000000,895.000000,8,1.500000,13.000000,0.000000,13.000000,0.000000,0.000000,0.000000,691.630,8.990000
302280,1521969,2019,6311,No,No,11.000000,0.000000,0.000000,11.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,606.070,0.610000
302281,1521971,2019,6311,No,No,21.000000,0.000000,0.000000,21.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,557.520,0.560000
302282,1521972,2019,6311,No,No,20.000000,0.000000,0.000000,20.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,485.600,0.490000
303365,1522191,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,691.630,0.000000
303370,1522193,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
288150,1522227,2019,6311,No,No,18.000000,0.000000,0.000000,18.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,622.520,0.620000
288152,1522229,2019,6311,No,No,80.000000,0.000000,0.000000,80.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,633.060,0.630000
303337,1522285,2019,6311,No,No,2106.000000,0.000000,0.000000,2106.000000,8,1.500000,25.000000,0.000000,25.000000,0.000000,0.000000,0.000000,634.630,15.870000
305285,1523190,2019,6311,No,No,3987.000000,0.000000,0.000000,3987.000000,8,1.500000,59.000000,0.000000,59.000000,1.000000,0.000000,0.000000,820.100,48.390000
307326,1523190,2019,6101,No,No,761.000000,NULL,NULL,761.000000,8,1.500000,11.000000,NULL,11.000000,NULL,NULL,NULL,820.100,9.020000
307327,1523190,2019,6103,No,No,-761.000000,NULL,NULL,-761.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,820.100,NULL
305286,1523206,2019,6311,No,No,7870.000000,0.000000,0.000000,7870.000000,8,1.500000,116.000000,0.000000,116.000000,3.000000,0.000000,0.000000,530.640,61.550000
307843,1523206,2019,6101,No,No,1503.000000,NULL,NULL,1503.000000,8,1.500000,23.000000,NULL,23.000000,NULL,NULL,NULL,530.640,12.200000
307844,1523206,2019,6103,No,No,-1503.000000,NULL,NULL,-1503.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,530.640,NULL
305290,1523213,2019,6311,No,No,453697.000000,0.000000,0.000000,453697.000000,8,1.500000,6715.000000,0.000000,6715.000000,69.000000,0.000000,0.000000,557.520,3743.750000
307731,1523213,2019,6101,No,No,86643.000000,NULL,NULL,86643.000000,8,1.500000,1300.000000,NULL,1300.000000,NULL,NULL,NULL,557.520,724.780000
307732,1523213,2019,6103,No,No,-86643.000000,NULL,NULL,-86643.000000,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,557.520,NULL
303359,1523268,2019,6311,No,No,37.000000,0.000000,0.000000,37.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,513.620,0.510000
300479,1523332,2019,6311,No,No,9305.000000,0.000000,0.000000,9305.000000,8,1.500000,124.000000,0.000000,124.000000,0.000000,0.000000,0.000000,549.120,68.090000
303888,1523935,2019,6311,No,No,71.000000,0.000000,0.000000,71.000000,8,1.500000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,466.190,0.470000
303889,1523943,2019,6311,No,No,151.000000,0.000000,0.000000,151.000000,8,1.500000,2.000000,0.000000,2.000000,1.000000,0.000000,0.000000,485.680,0.970000
292747,1524208,2019,6311,No,No,41.000000,0.000000,0.000000,41.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,485.680,0.490000
301168,1525653,2019,6311,No,No,7002.000000,0.000000,0.000000,7002.000000,8,1.500000,103.000000,0.000000,103.000000,5.000000,0.000000,0.000000,633.060,65.210000
303536,1541887,2019,6511,No,No,1333102.000000,304546.000000,0.000000,1028556.000000,8,1.500000,18559.000000,4240.000000,14202.000000,0.000000,0.000000,0.000000,634.630,9013.020000
303537,1541887,2019,6510,No,No,54207.000000,0.000000,0.000000,54207.000000,8,1.500000,755.000000,0.000000,755.000000,9.000000,0.000000,0.000000,634.630,479.150000
312811,1424149,2019,6311,No,No,14135.000000,0.000000,0.000000,14135.000000,8,1.500000,196.000000,0.000000,196.000000,0.000000,0.000000,0.000000,691.630,135.560000
244237,565604,2019,6510,No,No,88197.000000,0.000000,0.000000,88197.000000,8,1.500000,1067.000000,0.000000,1067.000000,0.000000,0.000000,0.000000,691.630,737.970000
288253,565604,2019,6311,No,No,22276.000000,NULL,0.000000,22276.000000,8,1.500000,269.000000,NULL,269.000000,3.000000,NULL,NULL,691.630,186.050000
177985,565605,2019,6311,No,No,39.000000,0.000000,0.000000,39.000000,8,1.500000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,631.790,0.630000
298850,565606,2019,6311,No,No,2172.000000,NULL,NULL,2172.000000,8,1.500000,19.000000,NULL,19.000000,16.000000,NULL,NULL,633.060,12.030000
299396,565625,2019,6311,No,Yes,0.000000,NULL,NULL,0.000000,8,1.500000,0.000000,NULL,0.000000,NULL,NULL,NULL,611.270,0.000000
298860,565628,2019,6311,No,No,12512.000000,NULL,NULL,12512.000000,8,1.500000,168.000000,NULL,168.000000,2.000000,NULL,NULL,691.630,116.190000
209925,565631,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,634.630,0.000000
290812,565641,2019,6311,No,No,14044.000000,0.000000,0.000000,14044.000000,8,1.500000,203.000000,0.000000,203.000000,8.000000,0.000000,0.000000,633.060,128.510000
302930,565650,2019,6311,No,No,95519.000000,0.000000,0.000000,95519.000000,8,1.500000,1303.000000,0.000000,1303.000000,4.000000,0.000000,0.000000,634.630,826.920000
302931,565651,2019,6311,No,No,93969.000000,0.000000,0.000000,93969.000000,8,1.500000,1281.000000,0.000000,1281.000000,0.000000,0.000000,0.000000,549.120,703.420000
291266,565652,2019,6311,No,Yes,0.000000,0.000000,0.000000,0.000000,8,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,776.370,0.000000
